VOICE	en-US	en-GB	de-DE	de-CH	ru-RU	es-MX	es-ES	pt-BR	fr-FR	it-IT	zh-CN	ja-JP	ar-SA	Transcript-zh-CN
verbs	to count		zählen		считать	contar		contar	compter	calcolare	计数	数える	يعد	jìshù
verbs	to crawl		krabbeln		ползать	gatear		rastejar	marcher à quatre pattes, ramper	strisciare	爬行	這う	يحبو	páxíng
verbs	to cry		weinen	hüüle	плакать	llorar		chorar	pleurer	piangere	哭泣	泣く	يبكي	kūqì
verbs	to cut		schneiden		резать	cortar		cortar	trancher	tagliare, ferire	切	切る	يقطع	qiè
verbs	to dance		tanzen		танцевать	bailar		dançar	danser	ballare	跳舞	ダンスする	يرقص	tiàowǔ
verbs	to decide		entscheiden		решать	decidir		decidir	décider, prendre une décision	decidere, prendere una decisione	决定	決める	يقرر	juédìng
verbs	to dig		graben		копать	cavar		cavar	creuser	scavare	挖	掘る	يحفر	wā
verbs	to do laundry		waschen		стирать	lavar la ropa		lavar roupa	faire la lessive	fare il bucato	洗衣服	洗濯をする	يغسل الملابس	xǐ yīfú
verbs	to draw		zeichnen		рисовать	dibujar		desenhar	dessiner	disegnare, elaborare	画；拉；打成平局	描く、引き出す	يرسم	huà; lā; dǎ chéng píngjú
verbs	to dream		träumen		мечтать	soñar		sonhar	rêver	sognare	做梦	夢見る	يحلم	zuòmèng
verbs	to drink		trinken	trinkche, suufe	пить	beber		beber	boire	bere	喝	飲む	يشرب	hē
verbs	to eat		essen	ässe	есть	comer		comer	manger	mangiare	吃	食べる	يأكل	chī
verbs	to evolve		sich entwickeln		развиваться, эволюционировать	desarrollarse, evolucionar		evoluir	évoluer	sviluppare	（使）逐步发展	進化する	يتطور	(shǐ) zhúbù fāzhǎn
verbs	to exchange		umtauschen	umtuusche	меняться	intercambiar		trocar	échanger	scambiare	交换	交換する	يتبادل	jiāohuàn
verbs	to fall down		fallen	gheie	падать	caer		cair	tomber	cadere	跌倒，掉下	落下する	يسقط	diédǎo, diào xià
verbs	to fight		kämpfen	chämpfe	драться	pelearse		lutar	se battre	combattere	打架，斗争	戦う	يحارب	dǎjià, dòuzhēng
verbs	to fly		fliegen	flüüge 	летать	volar		voar	voler	volare	飞	飛ぶ	يطير	fēi
verbs	to frighten		erschrecken		пугать	asustar		assustar	effrayer	atterrire	吓唬	怖がらせる	يرعب	xiàhǔ
verbs	to give		geben	gäh	дать	dar		dar	donner	dare	给	与える	يعطي	gěi
verbs	to hate		hassen		ненавидеть	odiar		odiar	détester	odiare	恨	嫌う	يكره	hèn
verbs	to help		helfen		помогать	ayudar		ajudar	aider	aiutare	帮助	助ける	يساعد	bāngzhù
verbs	to hug		umarmen		обнимать	abrazar		abraçar	embrasser	abbracciare	拥抱	抱擁する	يعانق	yǒngbào
verbs	to hunt		jagen		охотиться	cazar		caçar	chasser	cacciare	打猎	狩る	يصيد	dǎliè
verbs	to increase		vergrößern, sich erhöhen		возрастать, увеличиться	aumentar, subir		aumentar	augmenter	aumentare, incrementare	提高	増やす	يزيد	tígāo
verbs	to decrease		verkleinern, vermindern		падать, уменьшаться	disminuir, reducir		diminuir	diminuer	diminuire, ridurre	减少	減らす	ينقص	jiǎnshǎo
verbs	to jump		springen	gumpe	прыгать	saltar		saltar	sauter	saltare	跳	ジャンプする、跳ねる	يقفز	tiào
verbs	to grow up		erwachsen werden, aufwachsen		вырастать, взрослеть	crecer		crescer	grandir	crescere	长大	育つ	يكبر	zhǎng dà
verbs	to harvest		ernten		собирать урожай	cosechar		colher	récolter, moissonner	raccogliere, mietere	收割	～を収穫する	يحصد	shōugē
verbs	to keep silence		schweigen	schwige	молчать	callar		silenciar	se taire	tacere	保持安静	沈黙を保つ	يسكت	bǎochí ānjìng
verbs	to kick		treten	gingge	ударить ногой	dar patadas		chutar	donner un coup de pied	calciare	踢	キックする、蹴る	يركل	tī
verbs	to kiss		küssen		целоваться	besar		Beijar	donner un baiser	baciare	亲吻	キスする	يقبل	qīnwěn
verbs	to knock		klopfen		стучать	tocar a la puerta	llamar a la puerta	Bater	frapper	bussare, colpire	敲	叩く	يضرب	qiāo
verbs	to laugh		lachen		смеяться	reírse		rir	rire	ridere	大笑	笑う	يضحك	dà xiào
verbs	to learn		lernen		учиться	estudiar, aprender		aprender	apprendre	apprendere	学习	学ぶ	يتعلم	xuéxí
verbs	to lie		liegen	ligge	лежать	estar acostado		mentir	être couché	mentire	躺	横たわる	يكذب	tǎng
verbs	to lie down		sich hinlegen	aneligge	ложиться	acostarse		deitar-se	se coucher	stendersi	躺下	横になる	يستلقي	tǎng xià
verbs	to lift		heben		поднимать	levantar		levantar	lever, soulever	alzare	抬	持ち上げる	يرفع	tái
verbs	to listen		hören	lose	слушать	escuchar		ouvir	écouter	ascoltare	听	聞く	يستمع	tīng
verbs	to look for		suchen		искать	buscar		procurar	chercher	cercare	搜索 	探す	يبحث	sōusuǒ 
verbs	to love		lieben		любить	amar		amar	aimer	amare	爱	愛する	يحب	ài
verbs	to make		machen		делать	hacer		fazer	faire	fare	制造	作る	يصنع	zhìzào
verbs	to mix		mischen, vermischen		мешать, смешивать	mezclar		misturar	mélanger	mescolare, impastare	混合	混ぜる	يخلط	hùnhé
verbs	to paint		malen		красить	pintar		pintar	peindre	colorare	涂饰	塗る	يصبغ	túshì
verbs	to plant		pflanzen		сажать (растение)	plantar		plantar	planter	piantare	种植	植える	يزرع	zhòngzhí
verbs	to play		spielen	spile	играть	jugar		jogar	jouer	giocare	玩耍	遊ぶ	يلعب	wánshuǎ
verbs	to pray		beten		молиться	rezar, orar		rezar	prier	pregare	祈祷	祈る	يصلي	qídǎo
verbs	to pull		ziehen		тянуть	jalar	tirar	puxar	tirer	tirare	拉	引っ張る	يسحب	lā
verbs	to push		schieben		толкать	empujar		empurrar	pousser	spingere	推	押す	يدفع	tuī
verbs	to read		lesen		читать	leer		ler	lire	leggere	读	読む	يقرأ	dú
verbs	to shine		scheinen, glänzen	glänze	сиять	brillar, lucir		brilhar	briller	brillare, splendere	闪耀	輝く	يلمع	shǎnyào
verbs	to write		schreiben	schribe	писать	escribir		escrever	écrire	scrivere	写	書く	يكتب	xiě
verbs	to relax		entspannen		расслабляться	relajarse		relaxar	se relaxer	rilassarsi	放松	リラックスする	يسترخي	fàngsōng
verbs	to run		rennen	ränne	бежать	correr		correr	courir	correre	跑	走る	يجري	pǎo
verbs	to see		sehen	luege, gseh	смотреть	mirar		ver	regarder	vedere	看	見る	يرى	kàn
verbs	to shake hands		die Hände schütteln	Händ schüttle	пожать руки	estrecharse las manos		apertar as mãos	serrer la main	stringere la mano	握手	握手する	يصافح	wòshǒu
verbs	to share		teilen		делить	compartir		compartilhar	partager	condividere	分享	共有する	يشارك	fēnxiǎng
verbs	to show		zeigen		показывать	mostrar		mostrar	montrer	mostrare	展示	見せる	يشاهد	zhǎnshì
verbs	to sing		singen		петь	cantar		cantar	chanter	cantare	唱	歌う	يغني	chàng
verbs	to sit		sitzen		сидеть	estar sentado		sentar	être assis	sedere	坐	座っている	يجلس	zuò
verbs	to sit down		sich setzen	anesitze	садиться	sentarse		sentar-se, se sentar	s'asseoir	sedersi	坐下	座る	يقعد	zuò xià
verbs	to sleep		schlafen		спать	dormir		dormir	dormir	dormire	睡觉	眠る	ينام	shuìjiào
verbs	to smile		lächeln		улыбаться	sonreír		sorrir	sourir	sorridere	微笑	微笑む	يبتسم	wéixiào
verbs	to sow		säen		сеять	sembrar		semear	semer	seminare	种	～をまく	يزرع	zhǒng
verbs	to squint		schielen	schiile	косить	bizquear		froçar a vista, apertar	loucher	essere strabico	眯	横目で見る	حول	mī
verbs	to stand		stehen	stah	стоять	estar parado	estar de pie	ficar parado	se tenir debout	stare in piedi	站	立つ	يقف	zhàn
verbs	to stroke		streicheln		гладить	acariciar		acariciar, alisar 	caresser	accarezzare	敲打	なでる	يمسد	qiāodǎ
verbs	to sunbathe		sonnenbaden, sich bräunen	sünnele	загорать	tomar el sol, broncearse		tomar sol	Prendre un bain de soleil, bronzer	prendere il sole	晒太阳	日光浴をする	يسفع	shài tàiyáng
verbs	to take		nehmen	näh	брать	tomar		pegar	prendre	prendere	打猎，搜索	取る、持ち出す	يأخذ	dǎliè, sōusuǒ
verbs	to talk		sprechen	rede	говорить	hablar		conversar, falar	parler	parlare	说	話す、語る	يتحدث	shuō
verbs	to think		denken		думать	pensar		pensar	penser	pensare	想，思考	考える	يفكر	xiǎng, sīkǎo
verbs	to throw		werfen		кидать	lanzar		arremessar, jogar	jeter	gettare	扔	投げる	يرمي	rēng
verbs	to tie		zubinden		завязывать шнурки	atar		amarrar	attacher	legare	绑​鞋带	縛る、結ぶ	يربط	bǎng​xié dài
verbs	to touch		berühren		трогать	tocar		tocar	toucher	toccare	触摸	触る	يلمس	chùmō
verbs	to travel		reisen		путешествовать	viajar		viajar	voyager	viaggiare	旅游	旅行する	يسافر	lǚyóu
verbs	to turn on		einschalten		включать, зажигать	encender		ligar	allumer	accendere, aprire	打开（开关）	点ける	يشغل	dǎkāi (kāiguān)
verbs	to turn off		ausschalten		выключать, гасить	apagar		desligar	éteindre	spegnere, chiudere	关上（开关）	消す	يطفئ	guānshàng (kāiguān)
verbs	to vote		stimmen		голосовать	votar		votar	voter	votare	投票	投票する	يصوت	tóupiào
verbs	to wait		warten		ждать	esperar		esperar	attendre	aspettare, attendere	等待	待つ	ينتظر	děngdài
verbs	to walk		gehen	laufe	ходить	caminar		andar	marcher	camminare	走	歩く	يمشي	zǒu
verbs	to want		wollen	wele	хотеть	querer, desear		querer	vouloir	volere	想要	欲する	يريد	xiǎng yào
verbs	to wash		waschen		мыть	lavar		lavar	laver	lavare, pulire	洗	洗う	يغسل 	xǐ
verbs	to watch TV		fernsehen		смотреть телевизор	ver la tele		assistir TV	regarder la télévision	guardare la tv	看电视	テレビを見る	يشاهذ التلفاز	kàn diànshì
verbs	to work		arbeiten	schaffe	работать	trabajar		trabalhar	travailler	lavorare	工作	仕事する	يعمل	gōngzuò
verbs	to yawn		gähnen		зевать	bostezar		Bocejar	bâiller	sbadigliare	打哈欠	あくびする	يتثاؤب	dǎ hāqian
adjectives	angry		ärgerlich, wütend		сердитый	enojado, furioso		chateado	furieux	arrabbiato	愤怒	怒って	غضبان	fènnù
adjectives	quiet		still, ruhig		спокойный, тихий	tranquilo		quieto	calme, silencieux	tranquillo	静	静か	هادئ	jìng
adjectives	loud		laut		громкий	alto, ruidoso		alto	bruyant, fort	alto, rumoroso	响	大声で	مرتفع	xiǎng
adjectives	bright		hell		яркий	claro, luminoso		claro, brilhoso	brillant, lumineux	intenso, luminoso	光亮	鮮やか	لامع	guāngliàng
adjectives	dark		dunkel		тёмный	oscuro		Sombrio, escuro	sombre, foncé	buio, scuro	暗	ダーク	مظلم	àn
adjectives	ancient		antik		старинный	antiguo		antigo	ancien	antico	古老的	古代の	قديم	gǔlǎo de
adjectives	old		alt		старый	viejo		velho	vieux	vecchio	老的	古い	مسن	lǎo de
adjectives	young		jung		молодой	joven		jovem	jeune	giovane	年轻的	若い	شاب	niánqīng de
adjectives	brave		mutig		смелый	valiente		corajoso	brave	coraggioso	勇敢的	勇敢な	شجاع	yǒnggǎn de
adjectives	coward		feige		трусливый	cobarde		covarde	lâche	vigliacco	懦怯的	臆病な	جبان	nuò qiè de
adjectives	heavy		schwer		тяжёлый	pesado		pesado	lourd	pesante, difficile	重	重い	ثقيل	zhòng
adjectives	light		leicht		лёгкий	ligero		leve	léger	leggero, chiaro	淡薄	軽い	خفيف	dànbó
adjectives	strong		stark		сильный	fuerte		Forte	fort	forte	强壮的	強い	قوي	qiángzhuàng de
adjectives	weak		schwach		слабый	débil		fraco	faible	debole	弱的	弱い	ضعيف	ruò de
adjectives	fat, thick		dick		толстый	gordo		gordura, grosso	gros	grasso	胖的	太い、太った	سمين/بدين	pàng de
adjectives	thin		dünn, schmal		худой	delgado, flaco		fino	maigre	magro	瘦的	細い、痩せた	نحيف	shòu de
adjectives	cold		kalt		холодный	frío		frio	froid	freddo	冷的	冷たい	بارد	lěng de
adjectives	hot		heiß		горячий	caliente		quente	chaud	caldo	热的	熱い	حار	rè de
adjectives	big		hoch, groß		большой	grande		grande	haut	grande	大的	大きい	كبير	dà de
adjectives	small		klein	chlii	маленький	pequeño		pequeno	bas (petit)	piccolo	小的	小さい	صغير	xiǎo de
adjectives	tall		groß		высокий	alto		alto	grand	alto	高的	高い	طويل	gāo de
adjectives	short		niedrig		низкий	bajito, chaparro		curto	petit	basso	短的	低い	قصير	duǎn de
adjectives	fast		schnell		быстрый	rápido		velozes	rapide	veloce	快	速い	سريع	kuài
adjectives	slow		langsam		медленный	lento		lento	lent	lento	慢	遅い	بطيء	màn
adjectives	expensive		teuer	tüür	дорогой	caro		caro	cher	costoso	昂贵	高価な、高い	مكلف	ángguì
adjectives	cheap		billig		дешёвый	barato		barato	bon marché	economico	廉价	安価な、安い	رخيص	liánjià
adjectives	rich		reich		богатый	rico		rico	riche	ricco	富	豊富な	غني	fù
adjectives	poor		arm		бедный	pobre		pobre	pauvre	povero	穷	貧しい	فقير	qióng
adjectives	wet		nass		мокрый	mojado		molhado	mouillé	bagnato	湿	ぬれた	مبلل	shī
adjectives	dry		trocken		сухой	seco		seco	sec	asciutto, secco	干	乾いた、乾燥した	جاف	gàn
adjectives	criminal		verbrecherisch		преступный	criminal		Criminoso	criminel	criminale	犯罪的	犯罪の	مجرم	fànzuì de
adjectives	funny		lustig		смешной	chistoso		engraçado	drôle	divertente	滑稽的	おかしい	مضحك	huájī de
adjectives	cheerful		fröhlich		весёлый	alegre, animado		alegre	gai, joyeux	gioioso	快乐的	陽気な	مرح	kuàilè de
adjectives	boring		langweilig		скучный	aburrido		chato	ennuyeux, ennuyant	noioso	无聊的	退屈な	ممل	wúliáo de
adjectives	happy		glücklich		счастливый	feliz		feliz	heureux	felice	高兴的	幸せな	سعيد	gāoxìng de
adjectives	sad		traurig	truurig	грустный	triste		triste	triste	triste	伤心的	悲しい	حزين	shāngxīn de
adjectives	pretty		hübsch		красивый	bonito, guapo		bonita	beau, joli	carino	漂亮的	きれいな	جميل	piàoliang de
adjectives	ugly		häßlich		уродливый	feo		feio	laid	brutto	丑陋的	醜い	قبيح	chǒulòu de
adjectives	beautiful		schön		прекрасный	hermoso		lindo	beau	bello	美丽的	美しい	جميل	měilì de
adjectives	sick		krank		больной	enfermo		doente	malade	malato	生病的	病気な	مريض	shēngbìng de
adjectives	smart, clever		klug	gschiid	умный	inteligente		esperto, inteligente	intelligent	intelligente	聪明的	賢い	ذكية، ذكي	cōngmíng de
adjectives	stupid		dumm		глупый	tonto, estúpido		estúpido	bête	stupido	笨的	愚かな	غبي	bèn de
adjectives	weird		merkwürdig	komisch	странный	extraño		esquisito	bizarre	strano	怪异的	奇妙な	غريب	guàiyì de
adjectives	spooky, scary		gruselig, ängstlich		жуткий, ужасный	espantoso, horrible		assustador	sinistre, effrayant	sinistro, pauroso	幽灵般的	不気味な、怖い	مخيف، مخيف	yōulíng bān de
adjectives	drunk, stoned		betrunken, besoffen		пьяный	borracho, ebrio		bêbado, alcoolizado	ivre, bourré	ubriaco, brillo	醉	酔って	سكران/ثمل	zuì
adjectives	homeless		obdachlos		бездомный, бомж	sin hogar, vagabundo		sem teto	sans domicile fixe, SDF	senza fissa dimora senzatetto	无家可归	ホームレス、浮浪者	متشرد	wú jiā kě guī
adjectives	bald		kahlköpfig		лысый	calvo		Careca	chauve	calvo	秃	はげた	أصلع	tū
adjectives	sweet		süß		сладкий	dulce		doce	sucré	dolce	甜蜜的	甘い	حلو	tiánmì de
